0,0.940889,0.050765,0.503333
100,0.797265,0.050474,0.518889
200,0.662898,0.046303,0.591111
300,0.608235,0.044872,0.593333
400,0.681989,0.045155,0.591111
500,0.715240,0.044625,0.621111
600,0.591930,0.045367,0.603333
700,0.663033,0.044682,0.617778
800,0.486086,0.045406,0.578889
900,0.513116,0.044576,0.595556
1000,0.768054,0.045073,0.612222
1100,0.679557,0.043889,0.636667
1200,0.604314,0.044956,0.582222
1300,0.663161,0.045828,0.590000
1400,0.641180,0.044282,0.610000
1500,0.714067,0.045414,0.623333
1600,0.629406,0.044744,0.651111
1700,0.606777,0.044909,0.577778
1800,0.708103,0.044913,0.604444
1900,0.609924,0.044796,0.610000
2000,0.671751,0.044378,0.603333
2100,0.616316,0.045411,0.592222
2200,0.609269,0.044546,0.606667
2300,0.620464,0.045623,0.597778
2400,0.629176,0.044411,0.618889
2500,0.826803,0.042748,0.615556
2600,0.569337,0.042963,0.622222
2700,0.768954,0.043600,0.615556
2800,0.754962,0.044079,0.624444
2900,0.507726,0.043691,0.644444
3000,0.668478,0.043201,0.564444
3100,0.668464,0.043614,0.592222
3200,0.699824,0.044430,0.622222
3300,0.549318,0.043346,0.621111
3400,0.529463,0.041809,0.693333
3500,0.808557,0.041138,0.681111
3600,0.565312,0.041380,0.713333
3700,0.583339,0.042631,0.670000
3800,0.647170,0.040381,0.686667
3900,0.686292,0.041569,0.622222
4000,0.617525,0.042713,0.620000
4100,0.581681,0.042299,0.644444
4200,0.672506,0.041614,0.671111
4300,0.658307,0.039977,0.704444
4400,0.785688,0.040854,0.697778
4500,0.581036,0.039278,0.701111
4600,0.610248,0.042960,0.598889
4700,0.715978,0.042104,0.683333
4800,0.521038,0.038264,0.736667
4900,0.617632,0.041035,0.624444
5000,0.740397,0.044482,0.618889
5100,0.560301,0.042010,0.633333
5200,0.636644,0.040381,0.654444
5300,0.579765,0.039926,0.682222
5400,0.574606,0.042760,0.641111
5500,0.492923,0.039766,0.708889
5600,0.642845,0.041623,0.652222
5700,0.535359,0.041138,0.672222
5800,0.571996,0.040229,0.645556
5900,0.698894,0.040850,0.662222
6000,0.615163,0.041305,0.694444
6100,0.577595,0.039767,0.631111
6200,0.651497,0.041445,0.597778
6300,0.584441,0.041447,0.600000
6400,0.766782,0.042957,0.648889
6500,0.635325,0.040833,0.646667
6600,0.634679,0.042964,0.651111
6700,0.704005,0.044376,0.643333
6800,0.822065,0.042796,0.644444
6900,0.700802,0.042771,0.633333
7000,0.842945,0.041836,0.680000
7100,0.635884,0.041873,0.652222
7200,0.403090,0.043457,0.632222
7300,0.514620,0.042321,0.656667
7400,0.668981,0.042037,0.645556
7500,0.518399,0.043362,0.650000
7600,0.668370,0.042473,0.651111
7700,0.558345,0.041183,0.683333
7800,0.594203,0.041361,0.662222
7900,0.585602,0.041961,0.658889
8000,0.537908,0.041717,0.615556
8100,0.637613,0.041395,0.653333
8200,0.558645,0.041819,0.618889
8300,0.436338,0.043525,0.572222
8400,0.716860,0.043499,0.584444
8500,0.588620,0.041779,0.690000
8600,0.521475,0.040717,0.650000
8700,0.709758,0.042116,0.624444
8800,0.609382,0.042166,0.641111
8900,0.525788,0.040937,0.634444
9000,0.562055,0.042204,0.651111
9100,0.692602,0.041541,0.674444
9200,0.821066,0.043115,0.646667
9300,0.543167,0.041479,0.705556
9400,0.532030,0.042768,0.592222
9500,0.587345,0.041047,0.636667
9600,0.683375,0.042328,0.663333
9700,0.734040,0.041253,0.698889
9800,0.447787,0.040295,0.687778
9900,0.689488,0.040699,0.650000
10000,0.594367,0.039439,0.696667
10100,0.647939,0.041912,0.680000
10200,0.443841,0.041288,0.607778
10300,0.455998,0.039730,0.691111
10400,0.576185,0.041744,0.631111
10500,0.604476,0.039991,0.602222
10600,0.584624,0.043214,0.652222
10700,0.645261,0.042559,0.622222
10800,0.714966,0.041201,0.590000
10900,0.596085,0.041253,0.648889
11000,0.493202,0.042923,0.650000
11100,0.527207,0.042243,0.665556
11200,0.672791,0.042056,0.674444
11300,0.779874,0.041575,0.621111
11400,0.620008,0.043367,0.633333
11500,0.464615,0.040921,0.685556
11600,0.663835,0.040099,0.685556
11700,0.622013,0.043447,0.614444
11800,0.750348,0.043058,0.630000
11900,0.511389,0.041090,0.644444
12000,0.768663,0.039792,0.676667
12100,0.545734,0.040240,0.698889
12200,0.528407,0.039658,0.661111
12300,0.449383,0.038913,0.683333
12400,0.428707,0.039068,0.695556
12500,0.585780,0.037758,0.704444
12600,0.774525,0.042015,0.663333
12700,0.546025,0.
